append   Lamb          MicroBenches    0  1  10000000    mean:    5390.7  [  5269.0,    5512.5]
append   Lamb          MicroBenches    0  1  1000000     mean:     478.0  [   471.5,     484.6]
append   Lamb          MicroBenches    0  1  11000000    mean:    7168.8  [  7123.5,    7214.2]
append   Lamb          MicroBenches    0  1  12000000    mean:    7731.7  [  7703.4,    7759.9]
append   Lamb          MicroBenches    0  1  13000000    mean:    8367.3  [  8316.1,    8418.5]
append   Lamb          MicroBenches    0  1  14000000    mean:   10067.8  [  9979.3,   10156.4]
append   Lamb          MicroBenches    0  1  15000000    mean:   10423.9  [ 10334.8,   10512.9]
append   Lamb          MicroBenches    0  1  16000000    mean:   10920.3  [ 10855.0,   10985.6]
append   Lamb          MicroBenches    0  1  17000000    mean:    9143.0  [  9035.0,    9251.0]
append   Lamb          MicroBenches    0  1  18000000    mean:   11930.7  [ 11811.3,   12050.2]
append   Lamb          MicroBenches    0  1  19000000    mean:   12577.2  [ 12406.3,   12748.0]
append   Lamb          MicroBenches    0  1  20000000    mean:   13170.8  [ 13059.5,   13282.2]
append   Lamb          MicroBenches    0  1  2000000     mean:    1293.7  [  1276.8,    1310.5]
append   Lamb          MicroBenches    0  1  3000000     mean:    1988.5  [  1980.6,    1996.5]
append   Lamb          MicroBenches    0  1  4000000     mean:    2549.4  [  2531.3,    2567.5]
append   Lamb          MicroBenches    0  1  5000000     mean:    3418.6  [  3373.8,    3463.4]
append   Lamb          MicroBenches    0  1  6000000     mean:    3883.4  [  3865.1,    3901.8]
append   Lamb          MicroBenches    0  1  7000000     mean:    4495.9  [  4453.5,    4538.2]
append   Lamb          MicroBenches    0  1  8000000     mean:    5687.6  [  5662.2,    5712.9]
append   Lamb          MicroBenches    0  1  9000000     mean:    6103.2  [  6045.0,    6161.4]
append   LambUncached  MicroBenches    0  1  10000000    mean:    5345.9  [  5277.5,    5414.3]
append   LambUncached  MicroBenches    0  1  1000000     mean:     480.0  [   472.1,     487.9]
append   LambUncached  MicroBenches    0  1  11000000    mean:    7141.2  [  7115.3,    7167.2]
append   LambUncached  MicroBenches    0  1  12000000    mean:    7730.9  [  7708.2,    7753.6]
append   LambUncached  MicroBenches    0  1  13000000    mean:    8374.5  [  8292.7,    8456.4]
append   LambUncached  MicroBenches    0  1  14000000    mean:   10005.4  [  9960.5,   10050.3]
append   LambUncached  MicroBenches    0  1  15000000    mean:   10426.7  [ 10311.6,   10541.7]
append   LambUncached  MicroBenches    0  1  16000000    mean:   11013.5  [ 10873.7,   11153.2]
append   LambUncached  MicroBenches    0  1  17000000    mean:    9162.6  [  9069.9,    9255.3]
append   LambUncached  MicroBenches    0  1  18000000    mean:   11951.9  [ 11783.8,   12120.1]
append   LambUncached  MicroBenches    0  1  19000000    mean:   12541.6  [ 12416.7,   12666.5]
append   LambUncached  MicroBenches    0  1  20000000    mean:   13104.4  [ 13070.0,   13138.9]
append   LambUncached  MicroBenches    0  1  2000000     mean:    1296.1  [  1264.4,    1327.7]
append   LambUncached  MicroBenches    0  1  3000000     mean:    2001.3  [  1984.9,    2017.7]
append   LambUncached  MicroBenches    0  1  4000000     mean:    2555.4  [  2527.0,    2583.7]
append   LambUncached  MicroBenches    0  1  5000000     mean:    3473.4  [  3416.6,    3530.3]
append   LambUncached  MicroBenches    0  1  6000000     mean:    3900.2  [  3864.6,    3935.9]
append   LambUncached  MicroBenches    0  1  7000000     mean:    4498.3  [  4469.2,    4527.4]
append   LambUncached  MicroBenches    0  1  8000000     mean:    5732.0  [  5675.9,    5788.0]
append   LambUncached  MicroBenches    0  1  9000000     mean:    6113.6  [  6087.2,    6140.0]
append   MLton         MicroBenches    0  1  10000000    mean:    1554.9  [  1550.1,    1559.7]
append   MLton         MicroBenches    0  1  1000000     mean:     203.3  [   202.1,     204.5]
append   MLton         MicroBenches    0  1  11000000    mean:    1699.2  [  1690.5,    1707.9]
append   MLton         MicroBenches    0  1  12000000    mean:    1862.7  [  1859.3,    1866.0]
append   MLton         MicroBenches    0  1  13000000    mean:    2006.0  [  1993.4,    2018.7]
append   MLton         MicroBenches    0  1  14000000    mean:    2446.2  [  2425.8,    2466.5]
append   MLton         MicroBenches    0  1  15000000    mean:    2632.1  [  2627.8,    2636.5]
append   MLton         MicroBenches    0  1  16000000    mean:    2837.5  [  2813.6,    2861.4]
append   MLton         MicroBenches    0  1  17000000    mean:    1138.3  [  1136.8,    1139.9]
append   MLton         MicroBenches    0  1  18000000    mean:    1172.7  [  1169.2,    1176.2]
append   MLton         MicroBenches    0  1  19000000    mean:    1204.3  [  1202.3,    1206.2]
append   MLton         MicroBenches    0  1  20000000    mean:    1237.3  [  1235.7,    1238.9]
append   MLton         MicroBenches    0  1  2000000     mean:     424.0  [   420.9,     427.0]
append   MLton         MicroBenches    0  1  3000000     mean:     171.7  [   171.4,     171.9]
append   MLton         MicroBenches    0  1  4000000     mean:     251.4  [   250.8,     252.0]
