1	1	11602.735	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
1	1	2500	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
1	1	4159816	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
1	1	11602.735	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
2	1	11490.567	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
2	1	2471	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
2	1	4159788	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
2	1	11490.567	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
3	1	11578.051	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
3	1	2465	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
3	1	4159824	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
3	1	11578.051	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
4	1	11583.148000000003	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
4	1	2507	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
4	1	4160000	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
4	1	11583.148000000003	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
5	1	11472.055999999995	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
5	1	2461	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
5	1	4159832	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
5	1	11472.055999999995	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
6	1	11516.746000000003	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
6	1	2475	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
6	1	4159792	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
6	1	11516.746000000003	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
7	1	11575.01	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
7	1	2487	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
7	1	4159808	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
7	1	11575.01	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
8	1	11475.929	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
8	1	2452	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
8	1	4159704	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
8	1	11475.929	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
9	1	11572.378999999995	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
9	1	2461	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
9	1	4159804	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
9	1	11572.378999999995	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
10	1	11659.813	ms	cpu	reverse	RSqueakOrig	NanoBenches	20000000	1		
10	1	2476	ms	gc	reverse	RSqueakOrig	NanoBenches	20000000	1		
10	1	4159804	kbyte	mem	reverse	RSqueakOrig	NanoBenches	20000000	1		
10	1	11659.813	ms	total	reverse	RSqueakOrig	NanoBenches	20000000	1		
1	1	2975.816066000001	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
1	1	2693	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
1	1	1908448	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
1	1	2975.816066000001	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
2	1	2975.991951000001	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
2	1	2692	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
2	1	1908420	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
2	1	2975.991951000001	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
3	1	3042.740125	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
3	1	2773	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
3	1	1908416	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
3	1	3042.740125	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
4	1	3032.0665599999998	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
4	1	2769	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
4	1	1908416	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
4	1	3032.0665599999998	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
5	1	3132.963873	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
5	1	2867	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
5	1	1908504	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
5	1	3132.963873	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
6	1	2982.832100000001	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
6	1	2698	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
6	1	1908436	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
6	1	2982.832100000001	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
7	1	2974.157868	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
7	1	2688	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
7	1	1908428	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
7	1	2974.157868	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
8	1	3025.0028239999997	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
8	1	2759	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
8	1	1908568	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
8	1	3025.0028239999997	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
9	1	3021.330687	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
9	1	2754	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
9	1	1908404	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
9	1	3021.330687	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
10	1	2979.103969	ms	cpu	reverse	LambNoopt	NanoBenches	20000000	1		
10	1	2692	ms	gc	reverse	LambNoopt	NanoBenches	20000000	1		
10	1	1908444	kbyte	mem	reverse	LambNoopt	NanoBenches	20000000	1		
10	1	2979.103969	ms	total	reverse	LambNoopt	NanoBenches	20000000	1		
1	1	26183.479	ms	cpu	reverse	Python	NanoBenches	20000000	1		
1	1	0	ms	gc	reverse	Python	NanoBenches	20000000	1		
1	1	3817080	kbyte	mem	reverse	Python	NanoBenches	20000000	1		
1	1	26183.479	ms	total	reverse	Python	NanoBenches	20000000	1		
2	1	26361.9	ms	cpu	reverse	Python	NanoBenches	20000000	1		
2	1	0	ms	gc	reverse	Python	NanoBenches	20000000	1		
2	1	3817112	kbyte	mem	reverse	Python	NanoBenches	20000000	1		
2	1	26361.9	ms	total	reverse	Python	NanoBenches	20000000	1		
3	1	26245.213	ms	cpu	reverse	Python	NanoBenches	20000000	1		
3	1	0	ms	gc	reverse	Python	NanoBenches	20000000	1		
3	1	3817128	kbyte	mem	reverse	Python	NanoBenches	20000000	1		
3	1	26245.213	ms	total	reverse	Python	NanoBenches	20000000	1		
4	1	26256.279	ms	cpu	reverse	Python	NanoBenches	20000000	1		
4	1	0	ms	gc	reverse	Python	NanoBenches	20000000	1		
4	1	3817100	kbyte	mem	reverse	Python	NanoBenches	20000000	1		
4	1	26256.279	ms	total	reverse	Python	NanoBenches	20000000	1		
5	1	27179.871	ms	cpu	reverse	Python	NanoBenches	20000000	1		
5	1	0	ms	gc	reverse	Python	NanoBenches	20000000	1		
5	1	3817152	kbyte	mem	reverse	Python	NanoBenches	20000000	1		
5	1	27179.871	ms	total	reverse	Python	NanoBenches	20000000	1		
6	1	26074.088000000003	ms	cpu	reverse	Python	NanoBenches	20000000	1		
6	1	0	ms	gc	reverse	Python	NanoBenches	20000000	1		
6	1	3817108	kbyte	mem	reverse	Python	NanoBenches	20000000	1		
