append   Lamb          MicroBenches    0  1  1000000     mean:     654.0  [   648.4,     659.7]
append   Lamb          MicroBenches    0  1  10000000    mean:    5510.3  [  5493.6,    5527.0]
append   Lamb          MicroBenches    0  1  11000000    mean:    7452.9  [  7424.0,    7481.7]
append   Lamb          MicroBenches    0  1  12000000    mean:    8140.5  [  8034.2,    8246.9]
append   Lamb          MicroBenches    0  1  13000000    mean:    8738.9  [  8695.5,    8782.4]
append   Lamb          MicroBenches    0  1  14000000    mean:   10419.9  [ 10384.5,   10455.2]
append   Lamb          MicroBenches    0  1  15000000    mean:   10790.7  [ 10774.5,   10806.9]
append   Lamb          MicroBenches    0  1  16000000    mean:   11390.3  [ 11331.2,   11449.5]
append   Lamb          MicroBenches    0  1  17000000    mean:    9501.8  [  9417.3,    9586.3]
append   Lamb          MicroBenches    0  1  18000000    mean:   12504.0  [ 12339.4,   12668.5]
append   Lamb          MicroBenches    0  1  19000000    mean:   13082.8  [ 13014.0,   13151.7]
append   Lamb          MicroBenches    0  1  2000000     mean:    1366.9  [  1349.3,    1384.4]
append   Lamb          MicroBenches    0  1  20000000    mean:   13730.9  [ 13610.6,   13851.1]
append   Lamb          MicroBenches    0  1  3000000     mean:    2098.9  [  2077.5,    2120.3]
append   Lamb          MicroBenches    0  1  4000000     mean:    2681.0  [  2655.0,    2706.9]
append   Lamb          MicroBenches    0  1  5000000     mean:    3543.8  [  3523.8,    3563.9]
append   Lamb          MicroBenches    0  1  6000000     mean:    4080.7  [  4038.6,    4122.7]
append   Lamb          MicroBenches    0  1  7000000     mean:    4742.3  [  4693.3,    4791.3]
append   Lamb          MicroBenches    0  1  8000000     mean:    5914.0  [  5893.5,    5934.5]
append   Lamb          MicroBenches    0  1  9000000     mean:    6406.8  [  6320.9,    6492.7]
append   LambUncached  MicroBenches    0  1  1000000     mean:     657.6  [   650.2,     665.1]
append   LambUncached  MicroBenches    0  1  10000000    mean:    5513.1  [  5480.7,    5545.5]
append   LambUncached  MicroBenches    0  1  11000000    mean:    7536.5  [  7416.4,    7656.5]
append   LambUncached  MicroBenches    0  1  12000000    mean:    8106.1  [  8051.9,    8160.3]
append   LambUncached  MicroBenches    0  1  13000000    mean:    8789.7  [  8721.0,    8858.5]
append   LambUncached  MicroBenches    0  1  14000000    mean:   10457.9  [ 10361.5,   10554.3]
append   LambUncached  MicroBenches    0  1  15000000    mean:   10813.1  [ 10760.9,   10865.2]
append   LambUncached  MicroBenches    0  1  16000000    mean:   11477.5  [ 11310.9,   11644.2]
append   LambUncached  MicroBenches    0  1  17000000    mean:    9467.4  [  9414.9,    9519.9]
append   LambUncached  MicroBenches    0  1  18000000    mean:   12412.0  [ 12372.5,   12451.4]
append   LambUncached  MicroBenches    0  1  19000000    mean:   13026.8  [ 12990.3,   13063.3]
append   LambUncached  MicroBenches    0  1  2000000     mean:    1346.1  [  1331.2,    1361.0]
append   LambUncached  MicroBenches    0  1  20000000    mean:   13668.9  [ 13637.5,   13700.2]
append   LambUncached  MicroBenches    0  1  3000000     mean:    2082.9  [  2067.1,    2098.7]
append   LambUncached  MicroBenches    0  1  4000000     mean:    2668.2  [  2631.9,    2704.5]
append   LambUncached  MicroBenches    0  1  5000000     mean:    3554.2  [  3525.9,    3582.6]
append   LambUncached  MicroBenches    0  1  6000000     mean:    4057.9  [  4044.5,    4071.2]
append   LambUncached  MicroBenches    0  1  7000000     mean:    4737.9  [  4675.6,    4800.2]
append   LambUncached  MicroBenches    0  1  8000000     mean:    5921.2  [  5893.3,    5949.1]
append   LambUncached  MicroBenches    0  1  9000000     mean:    6362.0  [  6338.8,    6385.2]
append   MLton         MicroBenches    0  1  1000000     mean:     209.7  [   207.7,     211.7]
append   MLton         MicroBenches    0  1  10000000    mean:    1557.6  [  1553.0,    1562.1]
append   MLton         MicroBenches    0  1  11000000    mean:    1708.2  [  1701.5,    1714.9]
append   MLton         MicroBenches    0  1  12000000    mean:    1861.9  [  1860.1,    1863.6]
append   MLton         MicroBenches    0  1  13000000    mean:    2008.0  [  1998.7,    2017.4]
append   MLton         MicroBenches    0  1  14000000    mean:    2439.9  [  2436.2,    2443.5]
append   MLton         MicroBenches    0  1  15000000    mean:    2641.1  [  2632.2,    2650.1]
append   MLton         MicroBenches    0  1  16000000    mean:    2811.7  [  2805.6,    2817.9]
append   MLton         MicroBenches    0  1  17000000    mean:    1143.3  [  1141.9,    1144.7]
append   MLton         MicroBenches    0  1  18000000    mean:    1172.9  [  1170.6,    1175.2]
append   MLton         MicroBenches    0  1  19000000    mean:    1212.4  [  1209.6,    1215.1]
append   MLton         MicroBenches    0  1  2000000     mean:     432.5  [   430.5,     434.4]
append   MLton         MicroBenches    0  1  20000000    mean:    1240.7  [  1239.6,    1241.8]
append   MLton         MicroBenches    0  1  3000000     mean:     172.6  [   172.3,     173.0]
append   MLton         MicroBenches    0  1  4000000     mean:     251.9  [   250.5,     253.4]
append   MLton         MicroBenches    0  1  5000000     mean:     288.7  [   288.2,     289.2]
append   MLton         MicroBenches    0  1  6000000     mean:     326.8  [   326.0,     327.5]
append   MLton         MicroBenches    0  1  7000000     mean:    1274.0  [  1270.8,    1277.3]
append   MLton         MicroBenches    0  1  8000000     mean:    1334.1  [  1331.1,    1337.0]
append   MLton         MicroBenches    0  1  9000000     mean:    1393.9  [  1378.8,    1409.0]
