#!/usr/local/bin/rebench -d -v rebench.conf
[2014-06-03T01:04:47]	7448.465000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:04:47]	7448.465000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:04:47]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:03]	7380.461000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:03]	7380.461000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:03]	3192752.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:18]	7320.456000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:18]	7320.456000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:18]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:34]	7376.460000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:34]	7376.460000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:34]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:50]	7396.461000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:50]	7396.461000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:05:50]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:05]	7368.459000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:05]	7368.459000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:05]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:21]	7492.469000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:21]	7492.469000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:21]	3192752.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:37]	7420.463000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:37]	7420.463000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:37]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:52]	7360.461000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:52]	7360.461000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:06:52]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:07:08]	7352.459000	ms	cpu	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:07:08]	7352.459000	ms	total	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:07:08]	3192768.000000	kbyte	mem	map	Lamb	MicroBenches		0	1	14000000	
[2014-06-03T01:07:08]	368.024000	ms	cpu	reverse	LambUncached	MicroBenches		0	1	11000000	
[2014-06-03T01:07:08]	368.024000	ms	total	reverse	LambUncached	MicroBenches		0	1	11000000	
[2014-06-03T01:07:08]	434240.000000	kbyte	mem	reverse	LambUncached	MicroBenches		0	1	11000000	
[2014-06-03T01:07:09]	352.022000	ms	cpu	reverse	LambUncached	MicroBenches		0	1	11000000	
[2014-06-03T01:07:09]	352.022000	ms	total	reverse	LambUncached	MicroBenches		0	1	11000000	
[2014-06-03T01:07:09]	434240.000000	kbyte	mem	reverse	LambUncached	MicroBenches		0	1	11000000	
[2014-06-03T01:07:10]	356.022000	ms	cpu	reverse	LambUncached	MicroBenches		0	1	11000000	
